nCount, LINE_SEG_NBR,MILEPOST,TRACK_SDTK_NBR,TSC_CD,CLASS,TEST_FSPD,TEST_PSPD,DFCT_TYPE,TIMEGAP, DEF_PRTY1, DEF_PRTY2, DEF_LGTH1, DEF_LGTH2, DEF_AMPLTD1, DEF_AMPLTD2, NosOfInsp,TOT_DFLT_MGT
269,2,248.517,0,T,5,70,79,DIP,71,YEL,YEL,17,15,1.47,1.38,1,12.312
270,2,248.517,0,T,5,70,79,DIP,113,YEL,YEL,15,11,1.38,1.35,1,19.4094
271,2,248.517,0,T,5,70,79,DIP,56,YEL,RED,18,9,1.5,1.54,1,9.34469
272,2,250.838,0,T,5,70,79,DIP,40,YEL,YEL,3,5,1.27,1.32,1,5.66276
273,2,251.382,0,T,5,70,79,DIP,48,YEL,YEL,3,5,1.27,1.41,1,7.36547
274,2,251.382,0,T,5,70,79,DIP,13,YEL,YEL,5,7,1.41,1.45,1,3.93611
275,2,251.382,0,T,5,70,79,DIP,39,YEL,YEL,8,8,1.38,1.4,1,6.09999
276,2,255.139,0,C,5,70,79,DIP,71,YEL,YEL,6,5,1.32,1.28,1,12.288
277,2,255.139,0,C,5,70,79,DIP,113,YEL,YEL,5,4,1.28,1.29,1,19.3784
278,2,255.193,0,C,5,70,79,DIP,13,YEL,YEL,4,5,1.37,1.37,1,3.94001
279,2,258.3,0,C,5,70,79,DIP,13,YEL,YEL,3,4,1.25,1.29,1,4.36258
280,2,259.103,0,T,5,70,79,DIP,13,YEL,RED,4,11,1.3,1.84,1,3.94001
281,2,259.103,0,T,5,70,79,DIP,39,YEL,RED,10,9,1.4,1.57,1,6.08706
282,2,262.244,0,T,5,70,79,DIP,43,YEL,RED,13,7,1.45,1.55,1,7.98224
283,2,268.057,0,T,5,70,79,DIP,39,YEL,YEL,5,4,1.31,1.31,1,6.08926
284,2,268.057,0,T,5,70,79,DIP,71,YEL,YEL,4,6,1.31,1.33,1,12.2651
285,2,274.531,0,C,4,60,65,DIP,39,YEL,YEL,8,5,1.63,1.72,1,6.08926
286,2,279.161,0,T,4,60,65,DIP,40,YEL,YEL,3,4,1.54,1.58,1,5.70957
287,2,279.161,0,T,4,60,65,DIP,111,YEL,YEL,4,15,1.58,1.73,1,18.8425
288,2,279.161,0,T,4,60,65,DIP,127,YEL,RED,8,8,1.7,1.87,1,22.1364
289,2,279.161,0,T,4,60,65,DIP,34,YEL,RED,9,7,1.75,1.81,1,5.96735
290,2,279.161,0,T,4,60,65,DIP,50,RED,RED,7,11,1.81,1.95,1,9.46527
291,2,279.816,0,T,5,70,79,DIP,39,YEL,YEL,3,6,1.29,1.45,1,5.17721
292,2,279.816,0,T,5,70,79,DIP,50,YEL,YEL,6,7,1.45,1.48,1,6.3569
293,2,281.933,0,T,5,70,79,DIP,69,YEL,YEL,7,8,1.39,1.38,1,12.0937
294,2,10.4126,1,T,4,55,60,DIP,89,YEL,YEL,7,7,1.53,1.57,1,12.6125
295,2,13.2695,1,T,5,70,70,DIP,89,YEL,YEL,11,4,1.35,1.38,1,12.6125
296,2,13.482,1,T,5,70,79,DIP,84,YEL,YEL,9,10,1.41,1.44,1,11.2931
297,2,14,1,T,5,70,79,DIP,70,YEL,YEL,6,6,1.49,1.49,1,9.92054
298,2,105.196,1,T,5,70,79,DIP,61,YEL,YEL,5,10,1.31,1.37,1,5.43021
299,2,105.196,1,T,5,70,79,DIP,35,YEL,YEL,10,17,1.37,1.42,1,3.01563
300,2,107.751,1,T,5,70,79,DIP,83,YEL,YEL,3,5,1.26,1.29,1,8.28249
301,2,107.751,1,T,5,70,79,DIP,164,YEL,YEL,5,11,1.29,1.45,1,16.1279
302,2,110.042,1,T,5,70,79,DIP,35,YEL,YEL,4,11,1.25,1.31,1,3.01563
303,2,110.042,1,T,5,70,79,DIP,83,YEL,YEL,15,16,1.44,1.45,1,8.28249
304,2,110.042,1,T,5,70,79,DIP,120,RED,RED,9,8,1.75,1.67,1,10.4913
305,2,116.267,1,T,4,60,60,DIP,113,YEL,YEL,11,11,1.61,1.57,1,11.3285
306,2,120.758,1,T,4,50,55,DIP,84,YEL,YEL,6,6,1.57,1.59,1,9.00882
307,2,120.758,1,T,4,50,55,DIP,164,YEL,YEL,6,7,1.59,1.55,1,17.1412
308,2,120.758,1,T,4,50,55,DIP,35,YEL,YEL,4,7,1.54,1.59,1,3.61867
309,2,120.878,1,T,4,50,55,DIP,35,YEL,YEL,6,10,1.54,1.61,1,3.61867
310,2,121.804,1,T,4,55,60,DIP,108,YEL,RED,3,5,1.56,1.82,1,10.4597
311,2,121.804,1,T,4,55,60,DIP,56,RED,RED,5,10,1.82,2.31,1,5.42647
312,2,275.842,1,T,4,60,65,DIP,61,YEL,RED,6,3,1.56,1.78,1,6.67584
313,2,277.206,1,T,3,35,35,DIP,71,YEL,YEL,16,14,2,1.9,1,7.77413
314,2,277.206,1,T,3,35,35,DIP,113,YEL,YEL,14,6,1.9,1.77,1,12.2455
315,2,277.206,1,T,3,35,35,DIP,57,YEL,YEL,6,17,1.77,2.04,1,5.92969
316,2,277.206,1,T,3,35,35,DIP,56,YEL,YEL,17,15,2.04,1.92,1,5.7589
317,2,277.206,1,T,3,35,35,DIP,48,YEL,YEL,15,15,1.92,1.98,1,4.04897
318,2,105.456,2,T,5,70,79,DIP,144,YEL,YEL,7,8,1.47,1.48,1,10.9028
319,2,112.129,2,T,4,50,55,DIP,41,YEL,YEL,4,7,1.58,1.61,1,3.4001
320,3,425.176,0,C,3,30,30,DIP,59,YEL,YEL,3,14,1.75,1.96,1,20.6872
321,3,234.515,1,T,5,70,90,DIP,150,YEL,YEL,6,4,1.31,1.32,1,22.1111
322,3,236.93,1,T,5,70,90,DIP,22,RED,RED,21,14,1.56,2.11,1,3.14387
323,3,236.93,1,T,5,70,90,DIP,21,RED,RED,14,11,2.11,1.73,1,2.9877
324,3,236.93,1,T,5,70,90,DIP,200,YEL,YEL,17,9,1.3,1.41,1,33.9912
325,3,236.93,1,T,5,70,90,DIP,48,YEL,RED,5,7,1.34,1.74,1,10.1896
326,3,244.137,1,T,5,70,90,DIP,43,YEL,YEL,4,6,1.31,1.35,1,6.3203
327,3,244.231,1,T,5,70,90,DIP,64,YEL,RED,10,7,1.33,1.52,1,9.4669
328,3,245.79,1,T,5,70,90,DIP,31,YEL,YEL,5,3,1.34,1.27,1,4.73505
329,3,246.055,1,T,5,70,90,DIP,105,RED,RED,6,13,1.53,2.24,1,16.5181
330,3,246.61,1,T,5,70,90,DIP,57,YEL,YEL,3,6,1.26,1.34,1,11.9167
331,3,248.214,1,T,5,70,90,DIP,67,YEL,YEL,7,3,1.32,1.28,1,17.2167
332,3,248.869,1,T,5,70,90,DIP,41,YEL,YEL,5,6,1.34,1.35,1,6.01535
333,3,248.934,1,T,5,70,90,DIP,41,YEL,YEL,16,8,1.37,1.36,1,6.01535
334,3,249.163,1,T,5,70,90,DIP,62,YEL,RED,7,11,1.38,1.87,1,9.16901
335,3,249.182,1,T,5,70,90,DIP,62,YEL,RED,6,6,1.31,1.56,1,9.16901
336,3,249.96,1,C,5,70,90,DIP,62,YEL,RED,6,6,1.42,1.58,1,9.16901
337,3,250.032,1,C,5,70,90,DIP,62,YEL,YEL,10,7,1.39,1.38,1,9.16901
338,3,252.319,1,T,4,45,50,DIP,10,YEL,YEL,5,3,1.56,1.53,1,5.58882
339,3,253.433,1,T,4,45,50,DIP,10,YEL,RED,7,8,1.62,1.83,1,5.58882
340,3,254.481,1,C,4,45,50,DIP,27,YEL,RED,5,9,1.55,2.25,1,4.9629
341,3,256.092,1,T,5,70,90,DIP,70,YEL,YEL,16,3,1.43,1.27,1,10.66
342,3,256.471,1,C,5,70,90,DIP,27,YEL,YEL,5,5,1.39,1.33,1,4.9629
343,3,258.47,1,C,5,70,90,DIP,62,YEL,RED,8,7,1.29,1.57,1,9.16901
344,3,258.47,1,C,5,70,90,DIP,41,RED,RED,7,10,1.57,1.51,1,6.01535
345,3,259.53,1,T,5,70,90,DIP,41,YEL,YEL,5,8,1.28,1.3,1,6.01535
346,3,259.921,1,C,5,70,90,DIP,62,YEL,RED,3,11,1.26,1.69,1,9.16901
347,3,260.461,1,T,5,70,90,DIP,27,RED,RED,9,8,1.89,1.69,1,4.9629
348,3,262.444,1,T,5,70,90,DIP,71,YEL,YEL,6,5,1.46,1.46,1,14.2401
349,3,263.142,1,T,5,70,90,DIP,133,YEL,YEL,3,3,1.28,1.28,1,27.7442
350,3,268.147,1,T,5,70,90,DIP,74,YEL,RED,8,15,1.41,2.08,1,10.7769
351,3,268.173,1,T,5,70,90,DIP,59,YEL,YEL,15,10,1.44,1.32,1,11.3725
352,3,268.173,1,T,5,70,90,DIP,26,YEL,YEL,10,7,1.32,1.45,1,4.95775
353,3,268.239,1,T,5,70,90,DIP,100,YEL,YEL,4,4,1.29,1.29,1,15.2267
354,3,268.239,1,T,5,70,90,DIP,43,YEL,YEL,4,7,1.29,1.46,1,6.3145
355,3,268.239,1,T,5,70,90,DIP,150,YEL,YEL,7,14,1.46,1.4,1,22.0957
356,3,268.259,1,T,5,70,90,DIP,26,YEL,YEL,6,18,1.29,1.36,1,4.95775
357,3,268.259,1,T,5,70,90,DIP,16,YEL,YEL,18,14,1.36,1.45,1,3.30427
358,3,269.093,1,C,5,70,85,DIP,103,YEL,YEL,8,12,1.36,1.48,1,15.2026
359,3,271.843,1,T,5,70,90,DIP,64,YEL,YEL,8,8,1.4,1.41,1,9.48667
360,3,272.064,1,T,5,70,90,DIP,59,YEL,YEL,8,3,1.39,1.27,1,11.3725
361,3,272.688,1,T,5,70,90,DIP,29,YEL,YEL,3,5,1.31,1.38,1,4.42202
362,3,273.256,1,T,5,70,90,DIP,43,YEL,YEL,7,8,1.35,1.39,1,6.3145
363,3,273.414,1,T,5,70,90,DIP,53,YEL,YEL,19,5,1.34,1.42,1,10.107
364,3,273.937,1,T,5,70,90,DIP,105,YEL,YEL,7,8,1.31,1.33,1,16.5257
365,3,273.937,1,T,5,70,90,DIP,70,YEL,YEL,8,11,1.33,1.38,1,10.6496
366,3,273.937,1,T,5,70,90,DIP,129,YEL,YEL,11,3,1.38,1.31,1,18.2436
367,3,274.991,1,T,5,70,90,DIP,129,YEL,YEL,5,6,1.38,1.36,1,18.2436
368,3,275.79,1,C,5,70,90,DIP,64,YEL,RED,12,13,1.36,1.62,1,9.48667
369,3,276.664,1,T,5,70,90,DIP,70,YEL,YEL,8,10,1.37,1.47,1,10.6496
370,3,276.928,1,T,5,70,90,DIP,59,YEL,YEL,6,7,1.4,1.4,1,10.9039
371,3,276.928,1,T,5,70,90,DIP,26,YEL,RED,7,9,1.4,1.65,1,4.77227
372,3,277.836,1,C,5,70,85,DIP,16,YEL,RED,9,14,1.48,1.61,1,3.13401
373,3,277.836,1,C,5,70,85,DIP,48,YEL,YEL,3,6,1.25,1.28,1,10.0709
374,3,278.008,1,T,5,70,85,DIP,43,RED,RED,12,8,1.61,1.52,1,6.02532
375,3,278.008,1,T,5,70,85,DIP,17,RED,RED,8,10,1.52,1.56,1,2.41063
376,3,281.286,1,T,5,70,85,DIP,105,YEL,YEL,3,5,1.28,1.39,1,16.5251
377,3,288.773,1,T,5,70,90,DIP,43,YEL,YEL,5,5,1.39,1.3,1,6.02532
378,3,288.773,1,T,5,70,90,DIP,17,YEL,YEL,5,7,1.3,1.31,1,2.41063
379,3,288.879,1,T,5,70,90,DIP,71,YEL,RED,4,7,1.35,1.58,1,14.497
380,3,290.545,1,T,5,70,90,DIP,40,YEL,YEL,4,3,1.34,1.29,1,5.86955
381,3,294.209,1,T,5,70,85,DIP,64,YEL,YEL,7,5,1.38,1.31,1,9.47276
382,3,294.209,1,T,5,70,85,DIP,168,YEL,YEL,5,6,1.31,1.3,1,25.4393
383,3,294.209,1,T,5,70,85,DIP,40,YEL,RED,6,7,1.3,1.55,1,5.86943
384,3,296.376,1,T,5,70,85,DIP,168,YEL,YEL,9,8,1.33,1.32,1,25.4393
385,3,296.376,1,T,5,70,85,DIP,40,YEL,YEL,8,4,1.32,1.33,1,5.86943
386,3,296.434,1,T,5,70,85,DIP,59,YEL,YEL,11,6,1.44,1.38,1,10.8431
387,3,297.788,1,C,5,70,85,DIP,17,YEL,YEL,4,8,1.26,1.28,1,2.40485
388,3,298.575,1,C,5,70,85,DIP,129,YEL,RED,14,19,1.45,1.72,1,19.765
389,3,299.953,1,T,5,70,85,DIP,48,YEL,YEL,4,8,1.27,1.36,1,9.9428
390,3,300.065,1,T,5,70,85,DIP,168,YEL,RED,4,8,1.34,1.68,1,25.4393
391,3,301.977,1,T,5,70,85,DIP,175,YEL,YEL,3,6,1.27,1.3,1,27.1365
392,3,301.977,1,T,5,70,85,DIP,129,YEL,RED,6,9,1.3,1.55,1,18.2284
393,3,302.369,1,T,5,70,85,DIP,129,YEL,YEL,8,8,1.36,1.41,1,18.2284
394,3,305.038,1,T,5,70,90,DIP,8,YEL,YEL,11,5,1.3,1.4,1,2.13343
395,3,305.419,1,T,5,70,90,DIP,59,YEL,RED,4,12,1.32,2.17,1,10.7395
396,3,305.419,1,T,5,70,90,DIP,8,RED,RED,12,11,2.17,2.03,1,2.13343
397,3,306.229,1,T,5,70,90,DIP,8,RED,RED,10,13,1.78,1.94,1,2.13343
398,3,307.014,1,T,5,70,90,DIP,18,YEL,YEL,3,7,1.29,1.35,1,3.15939
399,3,308.287,1,C,5,70,90,DIP,71,YEL,YEL,5,7,1.38,1.39,1,14.1677
400,3,308.494,1,T,5,70,90,DIP,43,YEL,RED,12,11,1.39,1.55,1,6.02639
401,3,310.528,1,T,5,70,85,DIP,129,YEL,YEL,10,9,1.41,1.39,1,18.2284
402,3,310.528,1,T,5,70,85,DIP,74,YEL,YEL,9,10,1.39,1.46,1,10.774
403,3,310.528,1,T,5,70,85,DIP,43,YEL,RED,10,8,1.46,1.55,1,6.02639
404,3,310.961,1,T,5,70,85,DIP,8,YEL,YEL,3,22,1.29,1.5,1,2.13343
405,3,312.713,1,T,5,70,85,DIP,133,YEL,YEL,3,10,1.28,1.3,1,29.455
406,3,313.953,1,T,5,70,85,DIP,70,YEL,YEL,5,10,1.35,1.44,1,10.6116
407,3,315.453,1,T,5,70,85,DIP,129,YEL,YEL,5,4,1.38,1.31,1,18.2175
408,3,316.839,1,C,5,70,85,DIP,133,YEL,YEL,4,8,1.28,1.49,1,30.1218
409,3,319.859,1,T,5,70,90,DIP,133,YEL,RED,5,10,1.46,1.84,1,30.1218
410,3,319.937,1,T,5,70,90,DIP,133,YEL,YEL,3,3,1.36,1.37,1,30.1218
411,3,326.316,1,T,5,70,90,DIP,16,YEL,YEL,4,3,1.26,1.26,1,3.2976
412,3,326.316,1,T,5,70,90,DIP,71,YEL,YEL,7,10,1.29,1.47,1,14.2946
413,3,341.945,1,T,5,70,90,DIP,108,YEL,YEL,3,6,1.28,1.4,1,15.552
414,3,342.959,1,T,5,70,90,DIP,31,YEL,YEL,4,8,1.3,1.42,1,4.74759
415,3,346.095,1,T,5,70,90,DIP,17,YEL,YEL,4,5,1.32,1.32,1,2.40213
416,3,352.324,1,T,5,70,90,DIP,103,YEL,YEL,3,9,1.27,1.43,1,15.1856
417,3,354.183,1,T,5,70,90,DIP,17,YEL,YEL,4,5,1.32,1.34,1,2.40916
418,3,356.788,1,T,5,70,90,DIP,48,YEL,YEL,7,12,1.3,1.38,1,9.92674
419,3,359.784,1,T,5,70,90,DIP,103,YEL,YEL,8,4,1.35,1.28,1,15.1856
420,3,360.193,1,T,5,70,90,DIP,43,YEL,YEL,7,9,1.28,1.35,1,6.04789
421,3,360.193,1,T,5,70,90,DIP,17,YEL,YEL,9,10,1.35,1.35,1,2.40916
422,3,360.563,1,T,5,70,90,DIP,103,YEL,RED,4,13,1.27,1.99,1,15.1856
423,3,363.655,1,T,5,70,90,DIP,89,YEL,YEL,6,3,1.49,1.34,1,18.565
424,3,363.913,1,T,5,70,90,DIP,17,YEL,YEL,5,5,1.35,1.36,1,2.40887
425,3,368.899,1,T,5,70,90,DIP,89,YEL,YEL,9,7,1.47,1.38,1,18.565
426,3,369.305,1,T,5,70,90,DIP,70,YEL,YEL,6,4,1.28,1.27,1,10.6363
427,3,370.303,1,C,5,70,90,DIP,70,YEL,YEL,5,11,1.3,1.41,1,10.6363
428,3,370.303,1,C,5,70,90,DIP,129,YEL,YEL,11,5,1.41,1.27,1,18.2808
429,3,374.244,1,T,5,70,90,DIP,89,YEL,YEL,3,5,1.33,1.34,1,18.565
430,3,374.787,1,T,5,70,90,DIP,48,YEL,YEL,8,13,1.3,1.32,1,10.0016
431,3,382.16,1,T,5,70,90,DIP,40,YEL,YEL,13,7,1.41,1.39,1,6.53124
432,3,382.16,1,T,5,70,90,DIP,70,YEL,YEL,7,8,1.39,1.38,1,10.6425
433,3,383.104,1,C,5,70,90,DIP,65,YEL,YEL,7,9,1.48,1.31,1,9.87147
434,3,383.207,1,T,5,70,90,DIP,74,YEL,YEL,6,6,1.29,1.3,1,10.7951
435,3,383.308,1,T,5,70,90,DIP,74,YEL,YEL,4,10,1.27,1.46,1,10.7951
436,3,385.047,1,T,5,70,90,DIP,129,YEL,RED,5,9,1.29,1.61,1,18.2836
437,3,385.358,1,T,5,70,90,DIP,43,YEL,YEL,5,8,1.32,1.38,1,6.0495
438,3,386.112,1,T,5,70,90,DIP,43,YEL,YEL,8,9,1.38,1.4,1,6.0495
439,3,386.416,1,T,5,70,90,DIP,31,YEL,YEL,10,14,1.31,1.37,1,4.74883
440,3,387.101,1,T,5,70,90,DIP,43,YEL,YEL,13,14,1.35,1.37,1,6.0495
441,3,389.239,1,T,5,70,79,DIP,182,RED,RED,23,14,1.88,1.66,1,43.9714
442,3,389.239,1,T,5,70,79,DIP,48,RED,RED,14,13,1.66,1.61,1,11.5509
443,3,389.239,1,T,5,70,79,DIP,80,YEL,YEL,7,5,1.38,1.29,1,21.744
444,3,389.263,1,T,5,70,79,DIP,182,YEL,YEL,4,11,1.29,1.45,1,43.9714
445,3,390.144,1,T,5,70,79,DIP,200,YEL,YEL,12,9,1.36,1.33,1,37.9188
446,3,390.962,1,T,5,70,90,DIP,96,RED,RED,7,10,1.63,1.7,1,14.2161
447,3,394.614,1,T,5,70,79,DIP,70,YEL,YEL,3,4,1.26,1.37,1,10.6781
448,3,394.863,1,T,5,70,79,DIP,150,YEL,YEL,4,7,1.3,1.34,1,22.1009
449,3,394.863,1,T,5,70,79,DIP,105,YEL,RED,7,11,1.34,1.72,1,16.4244
450,3,394.863,1,T,5,70,79,DIP,70,RED,RED,11,13,1.72,1.79,1,10.6781
451,3,396.636,1,T,5,70,79,DIP,150,YEL,RED,10,8,1.49,1.51,1,22.1009
452,3,396.636,1,T,5,70,79,DIP,17,RED,RED,6,7,1.51,1.51,1,2.40972
453,3,396.656,1,T,5,70,79,DIP,105,YEL,YEL,8,4,1.4,1.29,1,16.4244
454,3,396.656,1,T,5,70,79,DIP,70,YEL,YEL,4,7,1.29,1.36,1,10.6781
455,3,399.171,1,T,5,70,79,DIP,70,YEL,YEL,10,13,1.41,1.49,1,10.6781
456,3,399.171,1,T,5,70,79,DIP,129,YEL,YEL,13,14,1.49,1.45,1,18.2971
457,3,399.171,1,T,5,70,79,DIP,117,YEL,YEL,14,6,1.45,1.43,1,16.8578
458,3,399.171,1,T,5,70,79,DIP,17,YEL,YEL,6,6,1.43,1.45,1,2.40972
459,3,400.696,1,T,5,70,79,DIP,17,YEL,YEL,6,6,1.28,1.27,1,2.40972
460,3,400.696,1,T,5,70,79,DIP,108,YEL,YEL,6,7,1.27,1.39,1,15.6362
461,3,403.592,1,T,5,70,79,DIP,48,YEL,YEL,4,8,1.29,1.43,1,11.5509
462,3,403.62,1,T,5,70,79,DIP,89,YEL,YEL,6,14,1.4,1.46,1,23.2678
463,3,405.342,1,T,5,70,79,DIP,70,YEL,YEL,6,7,1.29,1.3,1,10.6781
464,3,405.342,1,T,5,70,79,DIP,129,YEL,YEL,7,13,1.3,1.46,1,18.2971
465,3,405.342,1,T,5,70,79,DIP,117,YEL,YEL,13,11,1.46,1.38,1,16.8578
466,3,405.41,1,T,5,70,79,DIP,43,YEL,YEL,5,6,1.29,1.28,1,6.33421
467,3,405.41,1,T,5,70,79,DIP,150,YEL,YEL,6,7,1.28,1.41,1,22.1009
468,3,405.41,1,T,5,70,79,DIP,105,YEL,RED,7,21,1.41,1.75,1,16.4244
469,3,407.472,1,T,5,70,79,DIP,17,YEL,YEL,13,14,1.32,1.34,1,1.6064
470,3,407.472,1,T,5,70,79,DIP,108,YEL,YEL,14,6,1.34,1.45,1,10.475
471,3,408.749,1,T,5,70,79,DIP,17,YEL,YEL,5,7,1.38,1.46,1,1.6064
472,3,408.749,1,T,5,70,79,DIP,108,YEL,YEL,7,7,1.46,1.49,1,10.475
473,3,408.749,1,T,5,70,79,DIP,200,YEL,RED,7,6,1.49,1.53,1,32.9414
474,3,409.507,1,T,5,70,79,DIP,67,YEL,YEL,4,5,1.35,1.32,1,18.6855
475,3,410.95,1,T,5,70,79,DIP,17,YEL,YEL,11,12,1.43,1.45,1,1.6064
476,3,412.02,1,T,5,70,79,DIP,17,YEL,YEL,4,4,1.3,1.29,1,1.6064
477,3,418.303,1,T,4,55,55,DIP,16,YEL,YEL,3,5,1.54,1.61,1,3.35801
478,3,420.986,1,T,5,70,90,DIP,17,YEL,YEL,7,7,1.34,1.34,1,2.40961
479,3,434.078,1,T,5,70,79,DIP,103,YEL,YEL,8,6,1.44,1.36,1,15.619
480,3,436.417,1,T,5,70,75,DIP,43,YEL,YEL,13,4,1.33,1.3,1,6.51002
481,3,437.85,1,T,5,70,79,DIP,98,YEL,YEL,9,8,1.34,1.48,1,10.6886
482,3,439.327,1,T,5,70,79,DIP,43,YEL,YEL,12,14,1.42,1.48,1,6.5233
483,3,439.327,1,T,5,70,79,DIP,150,YEL,YEL,14,8,1.48,1.33,1,22.7717
484,3,442.232,1,T,5,70,79,DIP,150,RED,RED,10,12,1.85,1.83,1,22.7717
485,3,442.232,1,T,5,70,79,DIP,53,YEL,YEL,13,5,1.38,1.25,1,9.92134
486,3,442.252,1,T,5,70,79,DIP,98,YEL,RED,9,5,1.48,1.61,1,10.7091
487,3,442.518,1,C,5,65,70,DIP,16,YEL,YEL,3,4,1.27,1.27,1,3.0971
488,3,442.827,1,T,5,65,70,DIP,16,YEL,YEL,7,8,1.32,1.33,1,3.0971
489,3,442.988,1,T,5,65,70,DIP,193,YEL,YEL,5,7,1.43,1.42,1,29.295
490,3,234.538,2,T,5,70,90,DIP,64,RED,RED,10,16,2.06,1.7,1,9.46629
491,3,235.759,2,T,5,70,90,DIP,64,YEL,YEL,5,11,1.28,1.4,1,9.46629
492,3,236.313,2,T,5,70,90,DIP,34,YEL,YEL,6,3,1.31,1.27,1,5.00824
493,3,236.313,2,T,5,70,90,DIP,19,YEL,YEL,5,5,1.3,1.32,1,3.18164
494,3,236.924,2,T,5,70,90,DIP,71,YEL,RED,7,10,1.37,1.53,1,10.1137
495,3,236.924,2,T,5,70,90,DIP,19,YEL,YEL,12,13,1.31,1.34,1,3.18164
496,3,243.976,2,C,5,70,90,DIP,132,YEL,YEL,5,10,1.33,1.34,1,19.3269
497,3,243.976,2,C,5,70,90,DIP,86,YEL,YEL,10,6,1.34,1.29,1,13.2262
498,3,243.976,2,C,5,70,90,DIP,99,YEL,YEL,6,6,1.29,1.34,1,15.4822
499,3,244.151,2,T,5,70,90,DIP,19,YEL,RED,4,15,1.3,1.74,1,3.18164
500,3,246.142,2,T,5,70,90,DIP,93,YEL,YEL,5,3,1.29,1.27,1,14.1287
501,3,248.227,2,T,5,70,90,DIP,83,YEL,YEL,12,13,1.41,1.4,1,14.245
502,3,248.227,2,T,5,70,90,DIP,71,YEL,YEL,13,4,1.4,1.29,1,13.1584
503,3,256.119,2,T,5,70,90,DIP,18,YEL,YEL,4,6,1.33,1.38,1,3.11424
504,3,259.004,2,T,5,70,90,DIP,12,YEL,YEL,10,5,1.32,1.34,1,1.91807
505,3,259.004,2,T,5,70,90,DIP,47,YEL,YEL,5,8,1.34,1.49,1,6.7182
506,3,261.04,2,C,5,70,90,DIP,18,YEL,YEL,8,3,1.31,1.27,1,3.11424
507,3,261.425,2,T,5,70,90,DIP,231,YEL,RED,5,7,1.35,1.57,1,34.6485
508,3,264.255,2,T,5,70,90,DIP,178,YEL,YEL,9,6,1.34,1.31,1,32.5806
509,3,264.724,2,T,5,70,90,DIP,34,YEL,YEL,10,6,1.34,1.28,1,5.00634
510,3,266.887,2,T,5,70,90,DIP,132,YEL,YEL,7,9,1.4,1.39,1,19.3238
511,3,268.479,2,T,5,70,90,DIP,114,YEL,YEL,4,10,1.26,1.43,1,19.5987
512,3,272.401,2,T,5,70,90,DIP,64,RED,RED,8,12,1.58,2,1,9.48383
513,3,272.485,2,T,5,70,90,DIP,47,YEL,YEL,4,4,1.29,1.28,1,6.7131
514,3,273.404,2,T,5,70,90,DIP,132,YEL,RED,10,15,1.44,1.71,1,19.3238
515,3,273.404,2,T,5,70,90,DIP,33,YEL,YEL,7,11,1.32,1.37,1,4.75031
516,3,275.346,2,T,5,70,90,DIP,33,YEL,YEL,7,9,1.33,1.34,1,4.75031
517,3,275.346,2,T,5,70,90,DIP,50,YEL,RED,9,7,1.34,1.59,1,7.0968
518,3,276.584,2,T,5,70,90,DIP,64,RED,RED,13,15,1.66,1.77,1,9.48383
519,3,276.584,2,T,5,70,90,DIP,116,YEL,YEL,5,12,1.3,1.44,1,16.2474
520,3,276.584,2,T,5,70,90,DIP,87,YEL,RED,12,10,1.44,1.57,1,12.8181
521,3,276.584,2,T,5,70,90,DIP,33,RED,RED,10,11,1.57,1.63,1,4.75031
522,3,279.314,2,T,5,70,85,DIP,29,YEL,YEL,5,6,1.28,1.31,1,4.42202
523,3,280.104,2,T,5,70,85,DIP,36,YEL,YEL,4,5,1.28,1.33,1,5.4629
524,3,281.024,2,T,5,70,85,DIP,47,YEL,YEL,4,5,1.32,1.35,1,6.7131
525,3,281.95,2,T,5,70,85,DIP,36,RED,RED,6,6,1.52,1.52,1,5.4629
526,3,282.084,2,T,5,70,85,DIP,64,YEL,RED,8,8,1.39,1.54,1,9.48283
527,3,283.623,2,T,5,70,85,DIP,64,YEL,RED,4,4,1.28,1.5,1,9.48283
528,3,287.162,2,T,5,70,85,DIP,19,YEL,YEL,8,10,1.44,1.5,1,3.33277
529,3,287.24,2,T,5,70,85,DIP,47,YEL,RED,10,7,1.48,1.56,1,6.7131
530,3,287.24,2,T,5,70,85,DIP,19,YEL,YEL,5,3,1.31,1.28,1,3.33277
531,3,287.833,2,T,5,70,85,DIP,34,RED,RED,5,6,1.52,1.56,1,5.00634
532,3,290.612,2,T,5,70,90,DIP,93,RED,RED,6,15,1.57,1.76,1,14.2079
533,3,290.612,2,T,5,70,90,DIP,33,YEL,YEL,4,4,1.27,1.28,1,4.74712
534,3,290.668,2,T,5,70,90,DIP,36,YEL,YEL,6,7,1.31,1.33,1,5.47418
535,3,291.396,2,T,5,70,90,DIP,36,YEL,RED,9,7,1.48,1.52,1,5.47418
536,3,291.464,2,T,5,70,90,DIP,34,YEL,RED,5,12,1.33,1.5,1,5.00543
537,3,291.878,2,T,5,50,90,DIP,36,YEL,YEL,5,6,1.36,1.39,1,5.47418
538,3,291.878,2,T,5,50,90,DIP,19,YEL,YEL,3,8,1.26,1.32,1,3.87739
539,3,291.995,2,T,5,70,90,DIP,34,YEL,RED,3,5,1.3,1.51,1,5.00543
540,3,291.995,2,T,5,70,90,DIP,129,YEL,YEL,4,6,1.32,1.4,1,18.882
541,3,293.051,2,T,5,70,90,DIP,34,YEL,YEL,6,5,1.31,1.3,1,5.00617
